	reverting_bot	reverted_bot	total_reverts	ns0_reverts	ex0	ex1	ex2	ex3	ex4	ex5	ex6	ex7	ex8	ex9	ex10
18	"=HYPERLINK(""http://enwp.org/User:Thehelpfulbot"",""Thehelpfulbot"")"	"=HYPERLINK(""http://enwp.org/User:タチコマ robot"",""タチコマ robot"")"	31.0	26.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Delčevo_Opština&diff=prev&oldid=492601527"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Delcevo_Opstina&diff=prev&oldid=492601547"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Cesinovo-Oblesevo_municipality&diff=prev&oldid=493875270"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Češinovo-Obleševo&diff=prev&oldid=493875289"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Delcevo_municipality&diff=prev&oldid=492601553"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Pehcevo_municipality&diff=prev&oldid=492601638"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Pehcevo_Opstina&diff=prev&oldid=492601594"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Delchevo_Municipality&diff=prev&oldid=492601589"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Pehčevo_Opština,_Republic_of_Macedonia&diff=prev&oldid=492601621"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Opština_Pehčevo,_Republic_of_Macedonia&diff=prev&oldid=492601624"",""diff"")"	
19	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	"=HYPERLINK(""http://enwp.org/User:タチコマ robot"",""タチコマ robot"")"	223.0	211.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=I'm_Still_In_Love_With_You_(New_Edition_Song)&diff=prev&oldid=407342271"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Daniel_Marrack&diff=prev&oldid=499607930"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=25th_January_revolution&diff=prev&oldid=523238569"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Hein_van_de_geyn&diff=prev&oldid=481402462"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=List_of_wars_in_the_Arab_League&diff=prev&oldid=509829451"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ulugüney,_Alanya&diff=prev&oldid=529041696"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Southern_oscillation&diff=prev&oldid=562985989"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Spizaetus_melanoleucus&diff=prev&oldid=433467985"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Rav_Shach&diff=prev&oldid=418114962"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Fin_Morgan&diff=prev&oldid=499609849"",""diff"")"	
20	"=HYPERLINK(""http://enwp.org/User:AvicBot"",""AvicBot"")"	"=HYPERLINK(""http://enwp.org/User:タチコマ robot"",""タチコマ robot"")"	528.0	463.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Assyrian/Syriac_Genocide&diff=prev&oldid=554779786"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ardabil,_Iran&diff=prev&oldid=557944060"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ştiinţa_Timişoara&diff=prev&oldid=580776350"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Showtime_channels&diff=prev&oldid=572160944"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Rool_Grenache&diff=prev&oldid=551603795"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Poli_1921&diff=prev&oldid=580772480"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Hinoto&diff=prev&oldid=458513954"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yóuzhèngshì_Pīnyīn&diff=prev&oldid=576933860"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=FC_Timișoara&diff=prev&oldid=580782394"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Shrimp_flavored_chip&diff=prev&oldid=539451202"",""diff"")"	
21	"=HYPERLINK(""http://enwp.org/User:ClueBot III"",""ClueBot III"")"	"=HYPERLINK(""http://enwp.org/User:SuggestBot"",""SuggestBot"")"	296.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Astatine-210&diff=prev&oldid=445226958"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Wilbur2012&diff=prev&oldid=447077030"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Astatine-210&diff=prev&oldid=414879460"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Nordic_Nightfury&diff=prev&oldid=538726990"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Tattoodwaitress&diff=prev&oldid=571859145"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:PseudoOne&diff=prev&oldid=205616501"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Goodvac&diff=prev&oldid=369401126"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Tomcat7&diff=prev&oldid=434385028"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Arunreginald&diff=prev&oldid=441164677"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Arunreginald&diff=prev&oldid=352833057"",""diff"")"	
22	"=HYPERLINK(""http://enwp.org/User:Lowercase sigmabot III"",""Lowercase sigmabot III"")"	"=HYPERLINK(""http://enwp.org/User:SuggestBot"",""SuggestBot"")"	38.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Matthewedwards&diff=prev&oldid=597155778"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Feedintm&diff=prev&oldid=604820223"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Skitzouk&diff=prev&oldid=600242987"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Czarkoff&diff=prev&oldid=591802993"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:ConcernedVancouverite&diff=prev&oldid=587589901"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:WDGraham&diff=prev&oldid=608497890"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Paste&diff=prev&oldid=617524055"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Matthewedwards&diff=prev&oldid=593977676"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Thparkth&diff=prev&oldid=604668526"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Thparkth&diff=prev&oldid=612679364"",""diff"")"	
23	"=HYPERLINK(""http://enwp.org/User:ClueBot III"",""ClueBot III"")"	"=HYPERLINK(""http://enwp.org/User:MiszaBot"",""MiszaBot"")"	68.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:UzEE&diff=prev&oldid=314415238"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:UzEE&diff=prev&oldid=356312560"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:UzEE&diff=prev&oldid=224862469"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:UzEE&diff=prev&oldid=301794374"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:UzEE&diff=prev&oldid=303516408"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:UzEE&diff=prev&oldid=207925722"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:UzEE&diff=prev&oldid=295589263"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:UzEE&diff=prev&oldid=262656198"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:UzEE&diff=prev&oldid=201379399"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:UzEE&diff=prev&oldid=317737399"",""diff"")"	
24	"=HYPERLINK(""http://enwp.org/User:RussBot"",""RussBot"")"	"=HYPERLINK(""http://enwp.org/User:Cydebot"",""Cydebot"")"	1174.0	969.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ishmon_Bracey&diff=prev&oldid=217697285"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Works_by_Aleksandr_Pushkin&diff=prev&oldid=278293577"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Rendering_Ranger:_R2&diff=prev&oldid=310867411"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Gladys_Knight&diff=prev&oldid=217699851"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=William_Cargill&diff=prev&oldid=235981584"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Kazakhstani_athletes&diff=prev&oldid=415490023"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Alistair_Campbell_(poet)&diff=prev&oldid=235981564"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Hunt_for_Red_October_(console_game)&diff=prev&oldid=310869907"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Smart_Ball&diff=prev&oldid=310875812"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Anika_Noni_Rose&diff=prev&oldid=217701189"",""diff"")"	
25	"=HYPERLINK(""http://enwp.org/User:ArmbrustBot"",""ArmbrustBot"")"	"=HYPERLINK(""http://enwp.org/User:Cydebot"",""Cydebot"")"	86.0	45.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Berkley_Bridge_(Virginia)&diff=prev&oldid=569378898"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=File:Maldito_Alcohol_Song.jpg&diff=prev&oldid=574557050"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Charles_W._Dean_Bridge&diff=prev&oldid=569379252"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Cape_Creek_Bridge&diff=prev&oldid=569379144"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Black_Squirrel_Creek_Bridge&diff=prev&oldid=569378938"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Aji_(Ryukyu)&diff=prev&oldid=547576405"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Kings_of_Nanzan&diff=prev&oldid=547576432"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Genealogy_of_the_Shō_Dynasties&diff=prev&oldid=547576190"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=File:Back_in_Time_single.jpg&diff=prev&oldid=574556976"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=File:Pitbull_Armando_Official_Album_Cover.jpg&diff=prev&oldid=574557102"",""diff"")"	
26	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:JAnDbot"",""JAnDbot"")"	165.0	59.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Guarda_District&diff=prev&oldid=547748247"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Template:2012AthleticsECSchedule&diff=prev&oldid=546349072"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Average_Service_Availability_Index&diff=prev&oldid=546159932"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Joe_Hahn&diff=prev&oldid=252135050"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Loop_(knot)&diff=prev&oldid=543641587"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:2002_in_speed_skating&diff=prev&oldid=546844527"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:791_BC_deaths&diff=prev&oldid=546842967"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1466_BC_deaths&diff=prev&oldid=545301662"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:804_BC_deaths&diff=prev&oldid=547190452"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Soviet_and_Russian_military_trainer_aircraft&diff=prev&oldid=543814258"",""diff"")"	
27	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	"=HYPERLINK(""http://enwp.org/User:JAnDbot"",""JAnDbot"")"	35.0	32.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Dina&diff=prev&oldid=508761318"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Chemistry&diff=prev&oldid=310604136"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Cities_in_Alabama&diff=prev&oldid=401251586"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Anderson_County&diff=prev&oldid=498949527"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Team_sport&diff=prev&oldid=337496914"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Alexander_County&diff=prev&oldid=498949435"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Anemometer&diff=prev&oldid=307711911"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Stretching&diff=prev&oldid=514068508"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Cities_in_Alaska&diff=prev&oldid=401251167"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Jupiter_(disambiguation)&diff=prev&oldid=498963914"",""diff"")"	
28	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	"=HYPERLINK(""http://enwp.org/User:JAnDbot"",""JAnDbot"")"	63.0	30.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Populated_places_in_Prostějov_District&diff=prev&oldid=548023213"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Populated_places_in_Kroměříž_District&diff=prev&oldid=548091285"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikimedia_Foundation&diff=prev&oldid=497210738"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Populated_places_in_Uherské_Hradiště_District&diff=prev&oldid=548099953"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Clubionidae&diff=prev&oldid=548083427"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=FK&diff=prev&oldid=475781310"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Lesotho_at_the_2008_Summer_Olympics&diff=prev&oldid=478579256"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Shipwrecks_in_the_Sibuyan_Sea&diff=prev&oldid=547692615"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Populated_places_in_Přerov_District&diff=prev&oldid=548023086"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Halicarnassus&diff=prev&oldid=511964654"",""diff"")"	
29	"=HYPERLINK(""http://enwp.org/User:KLBot2"",""KLBot2"")"	"=HYPERLINK(""http://enwp.org/User:JAnDbot"",""JAnDbot"")"	24.0	5.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1290s_BC_deaths&diff=prev&oldid=546537606"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1320s_BC_deaths&diff=prev&oldid=546539269"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1220s_BC_deaths&diff=prev&oldid=546535288"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1526_BC_deaths&diff=prev&oldid=546550948"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1903_songs&diff=prev&oldid=546167332"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1366_BC_deaths&diff=prev&oldid=546540802"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1050s_BC_deaths&diff=prev&oldid=546529028"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Microregions_of_the_Czech_Republic&diff=prev&oldid=547569962"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Radonice&diff=prev&oldid=546234956"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ken_McKenzie_Trophy&diff=prev&oldid=549649740"",""diff"")"	
30	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:Reedy Bot"",""Reedy Bot"")"	60.0	60.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Norway_at_the_2004_Summer_Paralympics&diff=prev&oldid=546183023"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Pseudodaphnella_nexa&diff=prev&oldid=545892592"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Cirsosina&diff=prev&oldid=545665554"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Mitra_deprofundis&diff=prev&oldid=545894235"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Stare_Zalesie&diff=prev&oldid=542954789"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Kuijpers&diff=prev&oldid=545018330"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Imperial_Guards_(Qing_China)&diff=prev&oldid=544099560"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Mitra_solida&diff=prev&oldid=545900848"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Circinoniesslia&diff=prev&oldid=545755568"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Herpetopoma_larochei&diff=prev&oldid=542872356"",""diff"")"	
31	"=HYPERLINK(""http://enwp.org/User:ClueBot III"",""ClueBot III"")"	"=HYPERLINK(""http://enwp.org/User:RFC bot"",""RFC bot"")"	448.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Thepoodlechef&diff=prev&oldid=514126038"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=548281866"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Thepoodlechef&diff=prev&oldid=509150272"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Thorncrag&diff=prev&oldid=558385326"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Thepoodlechef&diff=prev&oldid=514022985"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Thorncrag&diff=prev&oldid=485004854"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=539475857"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Thorncrag&diff=prev&oldid=507686265"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Thepoodlechef&diff=prev&oldid=511840127"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:TopGun&diff=prev&oldid=522393472"",""diff"")"	
32	"=HYPERLINK(""http://enwp.org/User:Femto Bot"",""Femto Bot"")"	"=HYPERLINK(""http://enwp.org/User:RFC bot"",""RFC bot"")"	67.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Rich_Farmbrough&diff=prev&oldid=462856575"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Rich_Farmbrough&diff=prev&oldid=462417924"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Rich_Farmbrough&diff=prev&oldid=463377647"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Rich_Farmbrough&diff=prev&oldid=462411172"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Rich_Farmbrough&diff=prev&oldid=464724378"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Rich_Farmbrough&diff=prev&oldid=464185848"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Rich_Farmbrough&diff=prev&oldid=462777085"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Rich_Farmbrough&diff=prev&oldid=463698266"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Rich_Farmbrough&diff=prev&oldid=464258431"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Rich_Farmbrough&diff=prev&oldid=461199345"",""diff"")"	
33	"=HYPERLINK(""http://enwp.org/User:RussBot"",""RussBot"")"	"=HYPERLINK(""http://enwp.org/User:DyceBot"",""DyceBot"")"	33.0	33.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yugoslav_First_League_1937/38&diff=prev&oldid=224029636"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yugoslav_First_League_1961/62&diff=prev&oldid=224029181"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yugoslav_First_League_1930/31&diff=prev&oldid=224029401"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yugoslav_First_League_1953/54&diff=prev&oldid=224029735"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yugoslav_First_League_1971/72&diff=prev&oldid=224029530"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yugoslav_First_League_1972/73&diff=prev&oldid=224029547"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yugoslav_First_League_1968/69&diff=prev&oldid=224029500"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yugoslav_First_League_1934/35&diff=prev&oldid=224029430"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yugoslav_First_League_1970/71&diff=prev&oldid=224029516"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Yugoslav_First_League_1956/57&diff=prev&oldid=224029770"",""diff"")"	
