	reverting_bot	reverted_bot	total_reverts	ns0_reverts	ex0	ex1	ex2	ex3	ex4	ex5	ex6	ex7	ex8	ex9	ex10
45	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot3"",""HBC AIV helperbot3"")"	"=HYPERLINK(""http://enwp.org/User:Mr.Z-bot"",""Mr.Z-bot"")"	468.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=315272705"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=320945986"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=368882645"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=299537149"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=320820135"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=327924816"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=324323625"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=347003258"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=365660647"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=328210868"",""diff"")"	
46	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot5"",""HBC AIV helperbot5"")"	"=HYPERLINK(""http://enwp.org/User:Mr.Z-bot"",""Mr.Z-bot"")"	1399.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=399538066"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=391550319"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=415032677"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=362999466"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=390844427"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=394859242"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=543205029"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=600994042"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=398339211"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=518653260"",""diff"")"	
47	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot7"",""HBC AIV helperbot7"")"	"=HYPERLINK(""http://enwp.org/User:Mr.Z-bot"",""Mr.Z-bot"")"	4494.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=477414424"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=315712708"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=451670674"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=331816796"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=442559486"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=512939247"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=477069650"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=466533093"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=395654561"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=465074028"",""diff"")"	
48	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot11"",""HBC AIV helperbot11"")"	"=HYPERLINK(""http://enwp.org/User:Mr.Z-bot"",""Mr.Z-bot"")"	205.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=616996358"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=615930180"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=605951468"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=622017103"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=609653801"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=612720515"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=610173269"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=620932940"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=608286647"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism/TB2&diff=prev&oldid=614025453"",""diff"")"	
49	"=HYPERLINK(""http://enwp.org/User:DumbBOT"",""DumbBOT"")"	"=HYPERLINK(""http://enwp.org/User:MadmanBot"",""MadmanBot"")"	36.0	23.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Articles_for_deletion/Doctor_Steel&diff=prev&oldid=149815444"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Cameron_Knight&diff=prev&oldid=150184292"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Stan_Collymore&diff=prev&oldid=150189218"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Chris_Noth&diff=prev&oldid=150184497"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Timeline_of_Roman_history&diff=prev&oldid=149976053"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Alex_Moore_(dancer)&diff=prev&oldid=154152001"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Carmel_School&diff=prev&oldid=160676130"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Articles_for_deletion/JJB_message_board&diff=prev&oldid=162458051"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:India/FAQ&diff=prev&oldid=170086411"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=User_talk:Niohe&diff=prev&oldid=154790905"",""diff"")"	
50	"=HYPERLINK(""http://enwp.org/User:718 Bot"",""718 Bot"")"	"=HYPERLINK(""http://enwp.org/User:ImageRemovalBot"",""ImageRemovalBot"")"	173.0	170.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Ain't_Afraid_to_Die&diff=prev&oldid=215279073"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=A_Fool's_Alphabet&diff=prev&oldid=215278706"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Australian_Electoral_Commission&diff=prev&oldid=215278570"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Adventures_of_The_O.C._Supertones&diff=prev&oldid=215278598"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Chirk&diff=prev&oldid=215277567"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Aeromás&diff=prev&oldid=215278654"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Aeolian_(album)&diff=prev&oldid=215278601"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Angry_Chair&diff=prev&oldid=215279064"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Army_Ranger_Wing&diff=prev&oldid=215279274"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Aerocardal&diff=prev&oldid=215278638"",""diff"")"	
51	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	"=HYPERLINK(""http://enwp.org/User:MenoBot"",""MenoBot"")"	53.0	2.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Olympic_silver_medalists_for_Ecuador&diff=prev&oldid=548346864"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Weezer_members&diff=prev&oldid=547050240"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Mexican_electronic_musicians&diff=prev&oldid=567205099"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Money_forgery&diff=prev&oldid=547814859"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1979_television_films&diff=prev&oldid=547150271"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1983_television_films&diff=prev&oldid=547151222"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1981_television_films&diff=prev&oldid=547150756"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Food_and_drink_companies_of_Spain&diff=prev&oldid=547649477"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:1976_television_films&diff=prev&oldid=547153191"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Category:Turkish_intelligence_agencies&diff=prev&oldid=547934173"",""diff"")"	
52	"=HYPERLINK(""http://enwp.org/User:ClueBot II"",""ClueBot II"")"	"=HYPERLINK(""http://enwp.org/User:CorenSearchBot"",""CorenSearchBot"")"	3551.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Suspected_copyright_violations&diff=prev&oldid=240958803"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Suspected_copyright_violations&diff=prev&oldid=193149172"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Suspected_copyright_violations&diff=prev&oldid=201037014"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Suspected_copyright_violations&diff=prev&oldid=215561899"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Suspected_copyright_violations&diff=prev&oldid=163242124"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Suspected_copyright_violations&diff=prev&oldid=225083093"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Suspected_copyright_violations&diff=prev&oldid=253947039"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Suspected_copyright_violations&diff=prev&oldid=305599182"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Suspected_copyright_violations&diff=prev&oldid=286453712"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Suspected_copyright_violations&diff=prev&oldid=162406618"",""diff"")"	
53	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot3"",""HBC AIV helperbot3"")"	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot5"",""HBC AIV helperbot5"")"	26.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention&diff=prev&oldid=298574129"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=355555148"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=314178125"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention&diff=prev&oldid=274291867"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=312167103"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=288117056"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=350051465"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=263803543"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention/Bot&diff=prev&oldid=247203139"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=352779049"",""diff"")"	
54	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot7"",""HBC AIV helperbot7"")"	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot5"",""HBC AIV helperbot5"")"	60.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention&diff=prev&oldid=252304377"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=312432065"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=548696385"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention&diff=prev&oldid=295188260"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=276101329"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=358832549"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=559770443"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=355844018"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=397724125"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=459960654"",""diff"")"	
55	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot3"",""HBC AIV helperbot3"")"	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot7"",""HBC AIV helperbot7"")"	28.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=212428054"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=252386863"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=346346397"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=291206516"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=371898782"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=195872683"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention&diff=prev&oldid=250245906"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=251444345"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=207408273"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=309140775"",""diff"")"	
56	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot5"",""HBC AIV helperbot5"")"	"=HYPERLINK(""http://enwp.org/User:HBC AIV helperbot7"",""HBC AIV helperbot7"")"	53.0	0.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=253652905"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=534662067"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=356087660"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=254338990"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=554438813"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=344589077"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=321413415"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Usernames_for_administrator_attention/Bot&diff=prev&oldid=374848432"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=214526149"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrator_intervention_against_vandalism&diff=prev&oldid=410193505"",""diff"")"	
57	"=HYPERLINK(""http://enwp.org/User:RussBot"",""RussBot"")"	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	234.0	204.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Legendary_Dark_Knight&diff=prev&oldid=266196171"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Lesbo&diff=prev&oldid=263498906"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Nickelodeon_Kids'_Choice_Awards&diff=prev&oldid=255116374"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Raimon_VI_of_Toulouse&diff=prev&oldid=253925964"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Lehigh-Lafayette_Game&diff=prev&oldid=253385891"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Legendary_Dark_Knight&diff=prev&oldid=266196205"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Gay_Slang&diff=prev&oldid=263499206"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Gareth_Jones_(Welsh_Rugby_Union_player)&diff=prev&oldid=254514976"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Louis_Johannes_Koen&diff=prev&oldid=254514116"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=KCAS'&diff=prev&oldid=255116401"",""diff"")"	
58	"=HYPERLINK(""http://enwp.org/User:JL-Bot"",""JL-Bot"")"	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	787.0	787.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Wisconsin_Primary&diff=prev&oldid=293553523"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=New_Brunswick_Equal_Opportunity_program&diff=prev&oldid=291806377"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Santiváñez&diff=prev&oldid=302490195"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Carin_Runeson&diff=prev&oldid=336794958"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Henry_Givens_Burgess&diff=prev&oldid=286937897"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=EEF2K&diff=prev&oldid=280109029"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=New_Voices&diff=prev&oldid=293212660"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Fritz_(name)&diff=prev&oldid=306506089"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Mod_Archive&diff=prev&oldid=271136883"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Mallika_(actress)&diff=prev&oldid=310034887"",""diff"")"	
59	"=HYPERLINK(""http://enwp.org/User:Yobot"",""Yobot"")"	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	88.0	88.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Pe_(text_editor)&diff=prev&oldid=357322895"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Project_LISTEN&diff=prev&oldid=357366947"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Logic_Made_Easy&diff=prev&oldid=357283555"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Comparative_contextual_analysis&diff=prev&oldid=355592901"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Fuel_reserve&diff=prev&oldid=355632612"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Centre_for_Forest_Research&diff=prev&oldid=355577594"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Aide_(deity)&diff=prev&oldid=355494466"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Big_Country_Electric_Cooperative&diff=prev&oldid=601769128"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Artificial_creation&diff=prev&oldid=355548107"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=The_Facts_of_Life_(book)&diff=prev&oldid=355620462"",""diff"")"	
60	"=HYPERLINK(""http://enwp.org/User:Xqbot"",""Xqbot"")"	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	516.0	508.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=A.O._Kavalas&diff=prev&oldid=307341394"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Afshar_dynasty&diff=prev&oldid=282277178"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Main_characters_of_Xenogears&diff=prev&oldid=326480988"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Let's_Catch_Lupin_and_Go_to_Europe&diff=prev&oldid=382148202"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=I_Love_Rock_and_Roll_(Joan_Jett_and_the_Blackhearts_song)&diff=prev&oldid=268091177"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Euangelion&diff=prev&oldid=336082593"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Echo_(organisation)&diff=prev&oldid=349914718"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Talk:Captain_Blue_Jr.&diff=prev&oldid=369781238"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Pink_Panther_cartoon&diff=prev&oldid=408126662"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Macbeth_(Shakespeare)&diff=prev&oldid=320329812"",""diff"")"	
61	"=HYPERLINK(""http://enwp.org/User:EmausBot"",""EmausBot"")"	"=HYPERLINK(""http://enwp.org/User:Addbot"",""Addbot"")"	46.0	46.0	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Come_on_Over_tour&diff=prev&oldid=444352897"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Allawites&diff=prev&oldid=530042492"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Allawi_muslim&diff=prev&oldid=530042427"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Time_Devourer&diff=prev&oldid=518513815"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Language_coaching&diff=prev&oldid=559993984"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Seven_Greater_Antiphons&diff=prev&oldid=563136095"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Alawitic&diff=prev&oldid=530042184"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=PM_(disambiguation)&diff=prev&oldid=420775067"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Zoah&diff=prev&oldid=518520601"",""diff"")"	"=HYPERLINK(""https://en.wikipedia.org/w/index.php?title=Prussian_Free_State&diff=prev&oldid=509680314"",""diff"")"	
